name,pic,hashtag,name,deep_features
6b8663c2-e010-4aca-936b-e12fb9263efe.jpg,"tf.Tensor(
[[[ 0.09872555 -0.21908332  0.07704417]
  [-0.0157402  -0.2629951   0.08204417]
  [-0.00482839 -0.23796567  0.09377456]
  ...
  [-0.3190686  -0.47593135  0.01818633]
  [-0.31058803 -0.48313704  0.01907372]
  [-0.27098545 -0.48534322 -0.02434816]]

 [[ 0.27853927 -0.13724998  0.01353437]
  [ 0.23444614 -0.14789212  0.07822065]
  [ 0.18806377 -0.14492646  0.10825985]
  ...
  [-0.3092892  -0.43477938  0.07502457]
  [-0.29527414 -0.46567154  0.02176458]
  [-0.2505394  -0.47225988 -0.02278423]]

 [[ 0.3308824  -0.04752451  0.01377455]
  [ 0.33480397 -0.06458333  0.0805883 ]
  [ 0.20392162 -0.10980392  0.07450986]
  ...
  [-0.33725488 -0.45490193  0.07058829]
  [-0.29374972 -0.44409287  0.0479412 ]
  [-0.19600525 -0.3876228   0.05249993]]

 ...

 [[ 0.25318632 -0.15338235 -0.31075978]
  [ 0.18561278 -0.20482843 -0.36634806]
  [ 0.29485297 -0.13394606 -0.26568627]
  ...
  [ 0.04938731 -0.51776963 -0.7977941 ]
  [ 0.04176331 -0.5418152  -0.8467664 ]
  [-0.02772032 -0.5955637  -0.91757345]]

 [[ 0.26037    -0.1938465  -0.38221887]
  [ 0.15925814 -0.3119048  -0.51538485]
  [ 0.2918697  -0.22560602 -0.39815503]
  ...
  [-0.13451286 -0.63681644 -0.8924039 ]
  [-0.08823397 -0.6230027  -0.89628696]
  [-0.0835747  -0.6173536  -0.892926  ]]

 [[ 0.30495825 -0.18602218 -0.38210058]
  [ 0.22435848 -0.27838665 -0.4979945 ]
  [ 0.260416   -0.29110393 -0.48843253]
  ...
  [-0.2322804  -0.6716673  -0.8796815 ]
  [-0.1900061  -0.65124106 -0.8673145 ]
  [-0.12197312 -0.5979042  -0.8125115 ]]], shape=(160, 160, 3), dtype=float32)",nature,6b8663c2-e010-4aca-936b-e12fb9263efe.jpg,[0.8325749  0.05126474 0.         ... 0.00355433 0.         2.030108  ]
c8019a2a-5c98-4cf7-b048-bd165b4fb03c.jpg,"tf.Tensor(
[[[ 0.03039221  0.37254906  0.5852941 ]
  [ 0.01666673  0.35882357  0.57156867]
  [-0.18235293  0.21078436  0.46764708]
  ...
  [ 0.12156868  0.41176474  0.62352943]
  [ 0.13627456  0.42647064  0.63823533]
  [ 0.21470593  0.4813726   0.677451  ]]

 [[ 0.07941182  0.39117652  0.6156863 ]
  [ 0.15294123  0.44607848  0.64117646]
  [-0.00098037  0.3441177   0.5558824 ]
  ...
  [ 0.11372554  0.4039216   0.6156863 ]
  [ 0.12941182  0.41960788  0.6313726 ]
  [ 0.17352946  0.45882356  0.6656863 ]]

 [[ 0.09803927  0.41960788  0.6392157 ]
  [ 0.19215691  0.4901961   0.67058825]
  [ 0.20784318  0.47450984  0.67058825]
  ...
  [ 0.14509809  0.43529415  0.64705884]
  [ 0.11666672  0.4068628   0.6186275 ]
  [ 0.132353    0.42254907  0.63431376]]

 ...

 [[-0.92156863 -0.88235295 -0.9137255 ]
  [-0.8539216  -0.8147059  -0.86960787]
  [-0.8362745  -0.7892157  -0.86764705]
  ...
  [-0.4343137  -0.40294117 -0.37941176]
  [-0.23431371 -0.19509803 -0.16372548]
  [-0.0990196  -0.09607843 -0.08039215]]

 [[-0.90588236 -0.8666667  -0.8980392 ]
  [-0.90882355 -0.86960787 -0.9009804 ]
  [-0.7823529  -0.7352941  -0.82941175]
  ...
  [-0.16568626 -0.07941176 -0.04803921]
  [-0.00392157  0.06666672  0.10588241]
  [ 0.15196083  0.19117652  0.21470593]]

 [[-0.8656863  -0.8264706  -0.8813726 ]
  [-0.777451   -0.73039216 -0.8245098 ]
  [-0.69509804 -0.67156863 -0.8362745 ]
  ...
  [ 0.02647065  0.0813726   0.12843142]
  [ 0.10392162  0.15882358  0.2058824 ]
  [ 0.06274515  0.0941177   0.11764711]]], shape=(160, 160, 3), dtype=float32)",nature,c8019a2a-5c98-4cf7-b048-bd165b4fb03c.jpg,[1.3200176  0.17866196 0.1123431  ... 1.5901914  0.4726255  1.998862  ]
13929bfe-974a-46d5-82e1-07703a3a1093.jpg,"tf.Tensor(
[[[ 0.20000005 -0.44313723 -0.3960784 ]
  [ 0.22352946 -0.4588235  -0.38823527]
  [ 0.2484069  -0.47316173 -0.37120095]
  ...
  [-0.31041664 -0.5613971  -0.44374996]
  [-0.32549018 -0.5686275  -0.42745095]
  [-0.34117645 -0.5702512  -0.39445463]]

 [[ 0.21390936 -0.44617033 -0.3704044 ]
  [ 0.2313726  -0.45098037 -0.38039213]
  [ 0.26678926 -0.4588235  -0.3765931 ]
  ...
  [-0.2900735  -0.5491422  -0.44313723]
  [-0.31056982 -0.55775124 -0.4481924 ]
  [-0.3182904  -0.55085784 -0.44420955]]

 [[ 0.23811279 -0.44424018 -0.31875   ]
  [ 0.2616422  -0.44424018 -0.35012254]
  [ 0.27843142 -0.45098037 -0.3876838 ]
  ...
  [-0.20220587 -0.54509807 -0.4285539 ]
  [-0.23893994 -0.5666973  -0.47340682]
  [-0.2638174  -0.57843137 -0.5069853 ]]

 ...

 [[-0.44598648 -0.3227022  -0.22294728]
  [-0.5032169  -0.35079655 -0.23400734]
  [-0.52500004 -0.33673406 -0.18011642]
  ...
  [-0.28958333 -0.2719669  -0.36979166]
  [-0.24203432 -0.1961397  -0.3026348 ]
  [-0.4464767  -0.38152573 -0.47907472]]

 [[-0.20796567 -0.16470587 -0.17990196]
  [-0.38581493 -0.30030635 -0.29702815]
  [-0.5906557  -0.45695463 -0.43072915]
  ...
  [-0.73985904 -0.63725495 -0.62732846]
  [-0.68694854 -0.5693015  -0.5457721 ]
  [-0.7804841  -0.6383579  -0.62077206]]

 [[-0.15337008 -0.20557597 -0.24993873]
  [-0.18967523 -0.2195772  -0.26724875]
  [-0.05958946 -0.05067402 -0.11207107]
  ...
  [-0.3610294  -0.21200979 -0.22769605]
  [-0.40860903 -0.25958943 -0.2752757 ]
  [-0.09687498  0.04430151  0.04430151]]], shape=(160, 160, 3), dtype=float32)",nature,13929bfe-974a-46d5-82e1-07703a3a1093.jpg,[0.         0.         0.20413426 ... 0.02373056 0.07646385 2.268549  ]
a41deb34-5493-4180-af98-1c19ba353769.jpg,"tf.Tensor(
[[[ 0.6693137   0.17424025 -0.42458332]
  [-0.07291666 -0.5905638  -1.        ]
  [-0.08987744 -0.50556374 -0.8192892 ]
  ...
  [-0.03031863 -0.5447794  -1.        ]
  [ 0.9968137   0.8430147   0.5632108 ]
  [ 0.81781864  0.23742653 -0.5992402 ]]

 [[-0.00659315 -0.51735306 -1.        ]
  [-0.03835781 -0.5873774  -0.8678186 ]
  [-0.08924019 -0.5284559  -0.818652  ]
  ...
  [ 0.18754923 -0.1145096  -0.63713217]
  [ 0.6449268   0.1684072  -0.2815193 ]
  [ 0.2956374  -0.10914207 -0.6353921 ]]

 [[ 0.59227943 -0.0367647  -0.5058824 ]
  [ 0.13590692 -0.3990196  -0.9904412 ]
  [-0.03848039 -0.53884804 -0.9232843 ]
  ...
  [ 1.          0.62083334 -0.02389704]
  [ 0.44460788 -0.01482842 -0.4981618 ]
  [ 0.58725494  0.02573534 -0.80061275]]

 ...

 [[-0.7564951  -0.8584559  -0.79877454]
  [-0.5806373  -0.8002451  -0.847549  ]
  [-0.78357846 -0.90428925 -0.8258579 ]
  ...
  [-0.20024508 -0.6378677  -0.7634804 ]
  [-0.15404412 -0.6291667  -0.8875    ]
  [ 0.7708334   0.09313729 -0.28639704]]

 [[-0.6342391  -0.7773265  -0.6832089 ]
  [-0.57053846 -0.7979894  -0.75877374]
  [-0.4008559  -0.63328356 -0.71267045]
  ...
  [-0.07200137 -0.52594787 -0.6956304 ]
  [-0.1684283  -0.6204638  -0.77828205]
  [-0.12769991 -0.6503236  -0.990445  ]]

 [[-0.7879165  -0.9212498  -0.780711  ]
  [-0.67906904 -0.89083374 -0.75813806]
  [-0.69781613 -0.86443496 -0.8252193 ]
  ...
  [ 0.21007492 -0.32325846 -0.69188595]
  [ 0.10556359 -0.4820341  -0.935342  ]
  [ 0.6482068   0.02043702 -0.5338752 ]]], shape=(160, 160, 3), dtype=float32)",nature,a41deb34-5493-4180-af98-1c19ba353769.jpg,[0.24931194 2.3326538  0.         ... 0.3445028  0.5122972  1.8653121 ]
9ea5726b-4efa-4e4f-a910-c7cb9db12450.jpg,"tf.Tensor(
[[[-0.5294118  -0.18431371 -0.88235295]
  [-0.52156866 -0.12156862 -0.84313726]
  [-0.4588235  -0.11372548 -0.8117647 ]
  ...
  [ 0.5529412  -0.04313725 -0.4352941 ]
  [ 0.5529412  -0.04313725 -0.45098037]
  [ 0.5529412  -0.03529412 -0.4823529 ]]

 [[-0.5294118  -0.12941176 -0.8745098 ]
  [-0.4980392  -0.09803921 -0.84313726]
  [-0.4588235  -0.0745098  -0.7882353 ]
  ...
  [ 0.56078434 -0.03529412 -0.42745095]
  [ 0.56078434 -0.03529412 -0.44313723]
  [ 0.5686275  -0.01960784 -0.46666664]]

 [[-0.4980392  -0.10588235 -0.8509804 ]
  [-0.46666664 -0.08235294 -0.79607844]
  [-0.41176468 -0.01176471 -0.73333335]
  ...
  [ 0.56078434 -0.03529412 -0.42745095]
  [ 0.58431375 -0.01960784 -0.44313723]
  [ 0.58431375 -0.01960784 -0.44313723]]

 ...

 [[-0.79607844 -0.7411765  -1.        ]
  [-0.7019608  -0.6627451  -0.9843137 ]
  [-0.6313726  -0.6392157  -0.9843137 ]
  ...
  [-0.90588236 -0.73333335 -1.        ]
  [-0.8980392  -0.7490196  -1.        ]
  [-0.90588236 -0.7411765  -1.        ]]

 [[-0.8509804  -0.7647059  -1.        ]
  [-0.70980394 -0.6784314  -0.96862745]
  [-0.6313726  -0.6392157  -0.9843137 ]
  ...
  [-0.9843137  -0.9372549  -1.        ]
  [-0.9529412  -0.85882354 -1.        ]
  [-0.8901961  -0.79607844 -0.9843137 ]]

 [[-0.85882354 -0.78039217 -0.99215686]
  [-0.78039217 -0.7490196  -1.        ]
  [-0.6862745  -0.6627451  -1.        ]
  ...
  [-0.96862745 -0.94509804 -1.        ]
  [-0.9372549  -0.94509804 -0.9607843 ]
  [-0.94509804 -0.9529412  -0.99215686]]], shape=(160, 160, 3), dtype=float32)",nature,9ea5726b-4efa-4e4f-a910-c7cb9db12450.jpg,[0.         0.         0.         ... 0.118183   0.24007428 0.        ]
1feebc58-1881-42f9-9079-1ce614e45ba9.jpg,"tf.Tensor(
[[[ 0.5686275   0.7411765   0.827451  ]
  [ 0.5686275   0.7411765   0.827451  ]
  [ 0.5529412   0.7254902   0.8117647 ]
  ...
  [ 0.70980394  0.85882354  0.9137255 ]
  [ 0.70882356  0.85784316  0.904902  ]
  [ 0.88823533  0.982353    0.9666667 ]]

 [[ 0.56078434  0.73333335  0.81960785]
  [ 0.57156867  0.7441177   0.8303922 ]
  [ 0.5529412   0.7254902   0.8117647 ]
  ...
  [ 0.7019608   0.8509804   0.90588236]
  [ 0.8117647   0.92941177  0.9529412 ]
  [ 0.9078431   0.9637255   0.92941177]]

 [[ 0.5137255   0.7019608   0.79607844]
  [ 0.52156866  0.70980394  0.8039216 ]
  [ 0.5294118   0.7019608   0.8039216 ]
  ...
  [ 0.6990196   0.87941176  0.9264706 ]
  [ 0.81960785  0.92941177  0.92941177]
  [ 0.9137255   0.9607843   0.93529415]]

 ...

 [[ 0.48627454  0.50980395  0.5647059 ]
  [ 0.43529415  0.45882356  0.5137255 ]
  [ 0.5647059   0.54901963  0.5882353 ]
  ...
  [ 0.20784318  0.20000005  0.26274514]
  [ 0.6598039   0.6421569   0.69411767]
  [ 0.32843137  0.38235295  0.40882355]]

 [[ 0.20098042  0.22156864  0.30098045]
  [ 0.1166667   0.13725492  0.21666671]
  [ 0.627451    0.6117647   0.6509804 ]
  ...
  [-0.10784311 -0.11568625 -0.05294115]
  [-0.09117647 -0.09313725 -0.04901958]
  [ 0.58137256  0.60490197  0.63235295]]

 [[-0.5676471  -0.5245098  -0.43039215]
  [-0.12647058 -0.14215685 -0.05588235]
  [ 0.46176475  0.45392162  0.4931373 ]
  ...
  [-0.06078431 -0.06862745 -0.00588235]
  [-0.3245098  -0.3009804  -0.24607842]
  [ 0.03529417  0.02745103  0.06666671]]], shape=(160, 160, 3), dtype=float32)",nature,1feebc58-1881-42f9-9079-1ce614e45ba9.jpg,[0.06909401 0.08948153 0.         ... 0.06513231 0.         0.03597717]
851a807e-2f85-4048-a79f-d3d6e99db601.jpg,"tf.Tensor(
[[[-0.27127448 -0.5376961  -0.8120588 ]
  [-0.6625981  -0.72534317 -0.89004904]
  [-0.6234314  -0.64705884 -0.7804902 ]
  ...
  [-0.9136765  -0.9528922  -0.999951  ]
  [-0.90588236 -0.92941177 -0.9843137 ]
  [-0.88230395 -0.90583336 -0.9607353 ]]

 [[-0.39460787 -0.55235296 -0.8111765 ]
  [-0.2785784  -0.5761765  -0.74102944]
  [-0.25651953 -0.53813726 -0.7105392 ]
  ...
  [-0.9841667  -0.9841667  -0.99985296]
  [-0.9137255  -0.9372549  -0.99215686]
  [-0.88235295 -0.90588236 -0.9607843 ]]

 [[-0.67083335 -0.7409314  -0.8745098 ]
  [-0.6294118  -0.72450984 -0.9129902 ]
  [-0.27475488 -0.48848036 -0.7156863 ]
  ...
  [-0.96862745 -0.9764706  -1.        ]
  [-0.92156863 -0.94509804 -0.9843137 ]
  [-0.8980392  -0.92156863 -0.9607843 ]]

 ...

 [[-0.65539217 -0.79656863 -0.95392156]
  [-0.7563726  -0.81936276 -0.9218137 ]
  [-0.41274506 -0.6397059  -0.96936274]
  ...
  [ 0.54877454  0.18750004 -0.55171573]
  [ 0.59289217  0.21568632 -0.6306373 ]
  [ 0.48284316  0.09754907 -0.70049024]]

 [[-0.5452455  -0.70210826 -0.9609318 ]
  [-0.5846086  -0.6944125  -0.9218635 ]
  [-0.46710896 -0.6079906  -0.90544003]
  ...
  [ 0.67828393  0.25475457 -0.5766181 ]
  [ 0.4743624   0.07436242 -0.64705884]
  [ 0.3962259   0.01161732 -0.7174996 ]]

 [[-0.4118135  -0.607892   -0.92166626]
  [-0.52156866 -0.64701    -0.9295094 ]
  [-0.5451469  -0.6469612  -0.9215198 ]
  ...
  [ 0.5370596   0.12931415 -0.64705884]
  [ 0.34103003 -0.02754864 -0.7176471 ]
  [ 0.30975515 -0.05882353 -0.748922  ]]], shape=(160, 160, 3), dtype=float32)",nature,851a807e-2f85-4048-a79f-d3d6e99db601.jpg,[2.7065258  0.         0.6173635  ... 0.         0.05907646 0.06919296]
4fbc3762-2afe-44eb-a3bd-45d8d69a4764.jpg,"tf.Tensor(
[[[0.827451   0.827451   0.827451  ]
  [0.827451   0.827451   0.827451  ]
  [0.827451   0.827451   0.827451  ]
  ...
  [0.77254903 0.77254903 0.77254903]
  [0.77777267 0.77777267 0.77777267]
  [0.7837699  0.7837699  0.7837699 ]]

 [[0.827451   0.827451   0.827451  ]
  [0.827451   0.827451   0.827451  ]
  [0.827451   0.827451   0.827451  ]
  ...
  [0.79583335 0.79583335 0.79583335]
  [0.77398896 0.77398896 0.77398896]
  [0.7884804  0.7884804  0.7884804 ]]

 [[0.82181376 0.82181376 0.82181376]
  [0.82181376 0.82181376 0.82181376]
  [0.81740195 0.81740195 0.81740195]
  ...
  [0.79607844 0.79607844 0.79607844]
  [0.79607844 0.79607844 0.79607844]
  [0.79607844 0.79607844 0.79607844]]

 ...

 [[0.5779642  0.5779642  0.5779642 ]
  [0.5509804  0.5509804  0.5509804 ]
  [0.5686275  0.5686275  0.5686275 ]
  ...
  [0.6182981  0.6182981  0.6182981 ]
  [0.6179305  0.6179305  0.6179305 ]
  [0.08626687 0.08626687 0.08626687]]

 [[0.5611137  0.5611137  0.5611137 ]
  [0.56055456 0.56055456 0.56055456]
  [0.5555684  0.5555684  0.5555684 ]
  ...
  [0.55691636 0.55691636 0.55691636]
  [0.5493873  0.5493873  0.5493873 ]
  [0.14616272 0.14616272 0.14616272]]

 [[0.56078434 0.56078434 0.56078434]
  [0.56078434 0.56078434 0.56078434]
  [0.5551471  0.5551471  0.5551471 ]
  ...
  [0.5373009  0.5373009  0.5373009 ]
  [0.6317249  0.6317249  0.6317249 ]
  [0.49385726 0.49385726 0.49385726]]], shape=(160, 160, 3), dtype=float32)",nature,4fbc3762-2afe-44eb-a3bd-45d8d69a4764.jpg,[0.24034019 0.         0.         ... 0.         0.         0.2274747 ]
e6cbb807-4f26-463c-8200-a2fc7a21e0fb.jpg,"tf.Tensor(
[[[-0.01151959 -0.4056372  -0.8235294 ]
  [ 0.00171569 -0.38357842 -0.83946073]
  [-0.20723037 -0.516054   -0.9317402 ]
  ...
  [-0.27843136 -0.7176471  -0.8980392 ]
  [-0.27058822 -0.7019608  -0.9372549 ]
  [-0.24791665 -0.6931373  -0.904902  ]]

 [[-0.36642155 -0.5526961  -0.8713235 ]
  [-0.23749998 -0.50416666 -0.8704657 ]
  [-0.13039215 -0.4518382  -0.8718138 ]
  ...
  [-0.26384804 -0.7030637  -0.9089461 ]
  [-0.2518382  -0.6910539  -0.9028186 ]
  [-0.20624998 -0.6604167  -0.8754902 ]]

 [[-0.42095587 -0.6405638  -0.95428926]
  [-0.38921565 -0.60698533 -0.9262255 ]
  [-0.38039213 -0.6019608  -0.9281863 ]
  ...
  [-0.21262254 -0.65183824 -0.86360294]
  [-0.1745098  -0.611152   -0.796201  ]
  [-0.34840682 -0.7252451  -0.85625   ]]

 ...

 [[-0.6862745  -0.54509807 -0.3875    ]
  [-0.6450981  -0.5196079  -0.3990196 ]
  [-0.6156863  -0.49019605 -0.372549  ]
  ...
  [-0.5561275  -0.5332108  -0.46446076]
  [-0.7029412  -0.5921569  -0.46666664]
  [-0.7368873  -0.60428923 -0.42867646]]

 [[-0.61629903 -0.49080878 -0.3653186 ]
  [-0.5696079  -0.46470588 -0.38823527]
  [-0.5882354  -0.472549   -0.36470586]
  ...
  [-0.56078434 -0.56078434 -0.4980392 ]
  [-0.62953436 -0.57046574 -0.47867644]
  [-0.61605394 -0.5676471  -0.495098  ]]

 [[-0.6245098  -0.4990196  -0.37352937]
  [-0.60882354 -0.4833333  -0.36568624]
  [-0.61960787 -0.4948529  -0.34350488]
  ...
  [-0.5686275  -0.5372549  -0.45098037]
  [-0.58431375 -0.5529412  -0.46666664]
  [-0.58431375 -0.5686275  -0.46666664]]], shape=(160, 160, 3), dtype=float32)",nature,e6cbb807-4f26-463c-8200-a2fc7a21e0fb.jpg,[1.1713678  0.7590324  0.0280332  ... 0.21648967 0.8917234  3.1786437 ]
3653c710-e20c-4912-85be-ff983484984c.jpg,"tf.Tensor(
[[[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]]

 [[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]]

 [[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]
  [ 0.9607843   0.43529415 -0.5921569 ]]

 ...

 [[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]]

 [[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]]

 [[-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  ...
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]
  [-1.         -0.8980392  -1.        ]]], shape=(160, 160, 3), dtype=float32)",nature,3653c710-e20c-4912-85be-ff983484984c.jpg,[0.         0.         1.3949411  ... 0.59153163 0.4737857  1.4959255 ]
2c06c0a3-7c11-4fde-9054-cd3e63fc11f5.jpg,"tf.Tensor(
[[[-0.7490196  -0.7490196  -0.7490196 ]
  [-0.7490196  -0.7490196  -0.7490196 ]
  [-0.7490196  -0.7490196  -0.7490196 ]
  ...
  [ 0.75686276  0.75686276  0.75686276]
  [ 0.75686276  0.75686276  0.75686276]
  [ 0.7411765   0.7411765   0.7411765 ]]

 [[-0.73333335 -0.73333335 -0.73333335]
  [-0.7490196  -0.7490196  -0.7490196 ]
  [-0.73333335 -0.73333335 -0.73333335]
  ...
  [ 0.77254903  0.77254903  0.77254903]
  [ 0.75686276  0.75686276  0.75686276]
  [ 0.7647059   0.7647059   0.7647059 ]]

 [[-0.73333335 -0.73333335 -0.73333335]
  [-0.73333335 -0.73333335 -0.73333335]
  [-0.73333335 -0.73333335 -0.73333335]
  ...
  [ 0.77254903  0.77254903  0.77254903]
  [ 0.77254903  0.77254903  0.77254903]
  [ 0.78039217  0.78039217  0.78039217]]

 ...

 [[-0.9762255  -0.9762255  -0.9762255 ]
  [-0.96458334 -0.96458334 -0.96458334]
  [-0.9802696  -0.9802696  -0.9802696 ]
  ...
  [-0.9529412  -0.9529412  -0.9529412 ]
  [-0.94509804 -0.94509804 -0.94509804]
  [-0.94509804 -0.94509804 -0.94509804]]

 [[-0.94409084 -0.94409084 -0.94409084]
  [-0.9843137  -0.9843137  -0.9843137 ]
  [-0.9764706  -0.9764706  -0.9764706 ]
  ...
  [-0.9529412  -0.9529412  -0.9529412 ]
  [-0.9529412  -0.9529412  -0.9529412 ]
  [-0.9529412  -0.9529412  -0.9529412 ]]

 [[-1.         -1.         -1.        ]
  [-0.96331286 -0.96331286 -0.96331286]
  [-0.9984815  -0.9984815  -0.9984815 ]
  ...
  [-0.96862745 -0.96862745 -0.96862745]
  [-0.96862745 -0.96862745 -0.96862745]
  [-0.9529412  -0.9529412  -0.9529412 ]]], shape=(160, 160, 3), dtype=float32)",nature,2c06c0a3-7c11-4fde-9054-cd3e63fc11f5.jpg,[0.         0.01852455 0.         ... 0.6893167  0.         0.        ]
311493e8-e514-406d-baec-08efdbb60b06.jpg,"tf.Tensor(
[[[-0.33039212 -0.42450976 -0.53431374]
  [-0.20098038 -0.34999996 -0.46764702]
  [-0.17745097 -0.31078428 -0.43627447]
  ...
  [ 0.9147059   0.97745097  0.99313724]
  [ 0.89117646  0.95392156  0.96960783]
  [ 0.8901961   0.9529412   0.96862745]]

 [[-0.46666664 -0.5294118  -0.6156863 ]
  [-0.14313725 -0.2745098  -0.37352937]
  [-0.17647058 -0.3098039  -0.4352941 ]
  ...
  [ 0.877451    0.93529415  0.9735294 ]
  [ 0.877451    0.93529415  0.9735294 ]
  [ 0.8745098   0.93235296  0.9705882 ]]

 [[-0.46470588 -0.527451   -0.61372554]
  [-0.37156862 -0.4441176  -0.5254902 ]
  [-0.2480392  -0.35196078 -0.45098037]
  ...
  [ 0.84313726  0.9137255   0.96862745]
  [ 0.8509804   0.90588236  0.96862745]
  [ 0.8509804   0.90588236  0.96862745]]

 ...

 [[ 0.63823533  0.45000005  0.2303922 ]
  [ 0.7009804   0.51274514  0.2931373 ]
  [ 0.66078436  0.47254905  0.25294122]
  ...
  [ 0.45098042  0.47450984  0.5137255 ]
  [ 0.4431373   0.48235297  0.5137255 ]
  [ 0.4431373   0.48235297  0.5137255 ]]

 [[ 0.49509805  0.30686277  0.08725493]
  [ 0.8519608   0.6637255   0.44411767]
  [ 0.45686278  0.2686275   0.04901963]
  ...
  [ 0.43529415  0.45882356  0.49803925]
  [ 0.45098042  0.4901961   0.52156866]
  [ 0.4431373   0.48235297  0.5137255 ]]

 [[ 0.7107843   0.52254903  0.3029412 ]
  [ 0.8147059   0.6264706   0.4068628 ]
  [ 0.72156864  0.53333336  0.31372553]
  ...
  [ 0.4431373   0.4666667   0.5058824 ]
  [ 0.45980394  0.48333335  0.52254903]
  [ 0.45882356  0.48235297  0.52156866]]], shape=(160, 160, 3), dtype=float32)",nature,311493e8-e514-406d-baec-08efdbb60b06.jpg,[0.4897671  0.31071314 0.35494095 ... 0.         0.15695858 0.        ]
6705831c-2d27-4927-8757-3df0eb9d98d9.jpg,"tf.Tensor(
[[[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]
  [0.99215686 0.99215686 0.9764706 ]]

 ...

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]

 [[0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  ...
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]
  [0.99215686 0.99215686 0.99215686]]], shape=(160, 160, 3), dtype=float32)",nature,6705831c-2d27-4927-8757-3df0eb9d98d9.jpg,[0.         0.         1.6936096  ... 0.03547638 0.         0.05437488]
